,survival,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,family_size
275,1,1,female,0.7863784870570495,1,0,0.15216446768991498,S,First,woman,False,D,Southampton,yes,False,1
276,0,3,female,0.5601910027645137,0,0,0.015126992566498259,S,Third,woman,False,,Southampton,no,True,0
277,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,0
278,0,3,male,0.08268409148027142,4,1,0.05684821399990475,Q,Third,child,False,,Queenstown,no,False,5
279,1,3,female,0.4345312892686604,1,1,0.03952536767375352,S,Third,woman,False,,Southampton,yes,False,2
280,0,3,male,0.8115104297562202,0,0,0.015126992566498259,Q,Third,man,True,,Queenstown,no,True,0
281,0,3,male,0.34656948982156316,0,0,0.015330377421392339,S,Third,man,True,,Southampton,no,True,0
282,0,3,male,0.19577783362653933,0,0,0.018542765081513996,S,Third,man,True,,Southampton,no,True,0
283,1,3,male,0.2334757476752953,0,0,0.015712553569072387,S,Third,man,True,,Southampton,yes,True,0
284,0,1,male,,0,0,0.050748620223090936,S,First,man,True,A,Southampton,no,True,0
285,0,3,male,0.4093993465694898,0,0,0.016908073949327893,C,Third,man,True,,Cherbourg,no,True,0
286,1,3,male,0.37170143252073384,0,0,0.018542765081513996,S,Third,man,True,,Southampton,yes,True,0
287,0,3,male,0.2711736617240512,0,0,0.015411575213749286,S,Third,man,True,,Southampton,no,True,0
288,1,2,male,0.5224930887157577,0,0,0.025374310111545468,S,Second,man,True,,Southampton,yes,True,0
289,1,3,female,0.2711736617240512,0,0,0.015126992566498259,Q,Third,woman,False,,Queenstown,yes,True,0
290,1,1,female,0.32143754712239253,0,0,0.15390495017656614,S,First,woman,False,,Southampton,yes,True,0
291,1,1,female,0.2334757476752953,1,0,0.17777475888549785,C,First,woman,False,B,Cherbourg,yes,False,1
292,0,2,male,0.4470972606182458,0,0,0.025130326360472913,C,Second,man,True,D,Cherbourg,no,True,0
293,0,3,female,0.2963056044232219,0,0,0.01727404957593672,S,Third,woman,False,,Southampton,no,True,0
294,0,3,male,0.2963056044232219,0,0,0.015411575213749286,S,Third,man,True,,Southampton,no,True,0
295,0,1,male,,0,0,0.05410739813385612,C,First,man,True,,Cherbourg,no,True,0
296,0,3,male,0.2900226187484292,0,0,0.014110458666029575,C,Third,man,True,,Cherbourg,no,True,0
297,0,1,female,0.01985423473234481,1,2,0.29580589980036276,S,First,child,False,C,Southampton,no,False,3
298,1,1,male,,0,0,0.05953203526170282,S,First,man,True,C,Southampton,yes,True,0
299,1,1,female,0.6230208595124404,0,1,0.4831284260198326,C,First,woman,False,B,Cherbourg,yes,False,1
300,1,3,female,,0,0,0.015126992566498259,Q,Third,woman,False,,Queenstown,yes,True,0
301,1,3,male,,2,0,0.04538097769949478,Q,Third,man,True,,Queenstown,yes,False,2
302,0,3,male,0.2334757476752953,0,0,0.0,S,Third,man,True,,Southampton,no,True,0
303,1,2,female,,0,0,0.024105594605968193,Q,Second,woman,False,E,Queenstown,yes,True,0
304,0,3,male,,0,0,0.015712553569072387,S,Third,man,True,,Southampton,no,True,0
305,1,1,male,0.006282985674792663,1,2,0.29580589980036276,S,First,child,False,C,Southampton,yes,False,3
306,1,1,female,,0,0,0.21642978772242535,C,First,woman,False,,Cherbourg,yes,True,0
307,1,1,female,0.20834380497612465,1,0,0.2125586439344078,C,First,woman,False,C,Cherbourg,yes,False,1
308,0,2,male,0.37170143252073384,1,0,0.04684488020593009,C,Second,man,True,,Cherbourg,no,False,1
309,1,1,female,0.37170143252073384,0,0,0.11111839809247648,C,First,woman,False,E,Cherbourg,yes,True,0
310,1,1,female,0.2963056044232219,0,0,0.16231419173453318,C,First,woman,False,C,Cherbourg,yes,True,0
311,1,1,female,0.22090977632571,2,2,0.5121218935012878,C,First,woman,False,B,Cherbourg,yes,False,4
312,0,2,female,0.32143754712239253,1,1,0.050748620223090936,S,Second,woman,False,,Southampton,no,False,2
313,0,3,male,0.34656948982156316,0,0,0.015411575213749286,S,Third,man,True,,Southampton,no,True,0
314,0,2,male,0.5350590600653431,1,1,0.05123658772523604,S,Second,man,True,,Southampton,no,False,2
315,1,3,female,0.32143754712239253,0,0,0.015330377421392339,S,Third,woman,False,,Southampton,yes,True,0
316,1,2,female,0.2963056044232219,1,0,0.050748620223090936,S,Second,woman,False,,Southampton,yes,False,1
317,0,2,male,0.6732847449107816,0,0,0.027326180120125887,S,Second,man,True,,Southampton,no,True,0
318,1,1,female,0.38426740387031916,0,2,0.32179836714362564,S,First,woman,False,C,Southampton,yes,False,2
319,1,1,female,0.49736114601658704,1,1,0.2625265161540666,C,First,woman,False,E,Cherbourg,yes,False,2
320,0,3,male,0.2711736617240512,0,0,0.014151057562208049,S,Third,man,True,,Southampton,no,True,0
321,0,3,male,0.33400351847197784,0,0,0.015411575213749286,S,Third,man,True,,Southampton,no,True,0
322,1,2,female,0.37170143252073384,0,0,0.024105594605968193,Q,Second,woman,False,,Queenstown,yes,True,0
323,1,2,female,0.2711736617240512,1,1,0.056604230248832196,S,Second,woman,False,,Southampton,yes,False,2
324,0,3,male,,8,2,0.13575255909676825,S,Third,man,True,,Southampton,no,False,10
325,1,1,female,0.4470972606182458,0,0,0.2647385704347907,C,First,woman,False,C,Cherbourg,yes,True,0
326,0,3,male,0.7612465443578789,0,0,0.012174789178520372,S,Third,man,True,,Southampton,no,True,0
327,1,2,female,0.4470972606182458,0,0,0.025374310111545468,S,Second,woman,False,D,Southampton,yes,True,0
328,1,3,female,0.38426740387031916,1,1,0.04006213192611313,S,Third,woman,False,,Southampton,yes,False,2
329,1,1,female,0.19577783362653933,0,1,0.11316786160148591,C,First,woman,False,B,Cherbourg,yes,False,1
330,1,3,female,,2,0,0.04538097769949478,Q,Third,woman,False,,Queenstown,yes,False,2
331,0,1,male,0.5664739884393064,0,0,0.055628295244541985,S,First,man,True,C,Southampton,no,True,0
332,0,1,male,0.4722292033174164,0,1,0.2995388511917728,S,First,man,True,C,Southampton,no,False,1
333,0,3,male,0.19577783362653933,2,0,0.03513366015444757,S,Third,man,True,,Southampton,no,False,2
334,1,1,female,,1,0,0.2608674266467732,S,First,woman,False,,Southampton,yes,False,1
335,0,3,male,,0,0,0.015411575213749286,S,Third,man,True,,Southampton,no,True,0
336,0,1,male,0.35913546117114853,1,0,0.12999454257145598,S,First,man,True,C,Southampton,no,False,1
337,1,1,female,0.5099271173661725,0,0,0.2625265161540666,C,First,woman,False,E,Cherbourg,yes,True,0
338,1,3,male,0.5601910027645137,0,0,0.015712553569072387,S,Third,man,True,,Southampton,yes,True,0
339,0,1,male,0.5601910027645137,0,0,0.06929138530460494,S,First,man,True,,Southampton,no,True,0
340,1,2,male,0.01985423473234481,1,1,0.050748620223090936,S,Second,child,False,F,Southampton,yes,False,2
341,1,1,female,0.2963056044232219,3,2,0.5133418122566507,S,First,woman,False,C,Southampton,yes,False,5
342,0,2,male,0.34656948982156316,0,0,0.025374310111545468,S,Second,man,True,,Southampton,no,True,0
343,0,2,male,0.3088715757728072,0,0,0.025374310111545468,S,Second,man,True,,Southampton,no,True,0
344,0,2,male,0.4470972606182458,0,0,0.025374310111545468,S,Second,man,True,,Southampton,no,True,0
345,1,2,female,0.2963056044232219,0,0,0.025374310111545468,S,Second,woman,False,F,Southampton,yes,True,0
346,1,2,female,0.49736114601658704,0,0,0.025374310111545468,S,Second,woman,False,,Southampton,yes,True,0
347,1,3,female,,1,0,0.031425107138144774,S,Third,woman,False,,Southampton,yes,False,1
348,1,3,male,0.032420206081930136,1,1,0.031034733136428686,S,Third,child,False,,Southampton,yes,False,2
349,0,3,male,0.5224930887157577,0,0,0.016908073949327893,S,Third,man,True,,Southampton,no,True,0
350,0,3,male,0.2837396330736366,0,0,0.01800600082915438,S,Third,man,True,,Southampton,no,True,0
351,0,1,male,,0,0,0.06831545030031472,S,First,man,True,C,Southampton,no,True,0
352,0,3,male,0.18321186227695402,1,1,0.014110458666029575,C,Third,child,False,,Cherbourg,no,False,2
353,0,3,male,0.3088715757728072,1,0,0.034743286152731485,S,Third,man,True,,Southampton,no,False,1
354,0,3,male,,0,0,0.014102260811993537,C,Third,man,True,,Cherbourg,no,True,0
355,0,3,male,0.34656948982156316,0,0,0.018542765081513996,S,Third,man,True,,Southampton,no,True,0
356,1,1,female,0.2711736617240512,0,1,0.10735285047192313,S,First,woman,False,E,Southampton,yes,False,1
357,0,2,female,0.4722292033174164,0,0,0.025374310111545468,S,Second,woman,False,,Southampton,no,True,0
358,1,3,female,,0,0,0.01537917417160685,Q,Third,woman,False,,Queenstown,yes,True,0
359,1,3,female,,0,0,0.01537917417160685,Q,Third,woman,False,,Queenstown,yes,True,0
360,0,3,male,0.49736114601658704,1,4,0.05445717323939373,S,Third,man,True,,Southampton,no,False,5
361,0,2,male,0.35913546117114853,1,0,0.05410739813385612,C,Second,man,True,,Cherbourg,no,False,1
362,0,3,female,0.5601910027645137,0,1,0.028212719478023115,C,Third,woman,False,,Cherbourg,no,False,1
363,0,3,male,0.4345312892686604,0,0,0.013760683560491965,S,Third,man,True,,Southampton,no,True,0
364,0,3,male,,1,0,0.030253985132996517,Q,Third,man,True,,Queenstown,no,False,1
365,0,3,male,0.37170143252073384,0,0,0.014151057562208049,S,Third,man,True,,Southampton,no,True,0
366,1,1,female,0.7486805730082936,1,0,0.14687821814567664,C,First,woman,False,D,Cherbourg,yes,False,1
367,1,3,female,,0,0,0.014110458666029575,C,Third,woman,False,,Cherbourg,yes,True,0
368,1,3,female,,0,0,0.015126992566498259,Q,Third,woman,False,,Queenstown,yes,True,0
369,1,1,female,0.2963056044232219,0,0,0.13526459159462315,C,First,woman,False,B,Cherbourg,yes,True,0
370,1,1,male,0.3088715757728072,1,0,0.1082149914547131,C,First,man,True,E,Cherbourg,yes,False,1
371,0,3,male,0.22090977632571,1,0,0.012678957201736696,S,Third,man,True,,Southampton,no,False,1
372,0,3,male,0.2334757476752953,0,0,0.015712553569072387,S,Third,man,True,,Southampton,no,True,0
373,0,1,male,0.2711736617240512,0,0,0.2647385704347907,C,First,man,True,,Cherbourg,no,True,0
374,0,3,female,0.032420206081930136,3,1,0.04113566043083236,S,Third,child,False,,Southampton,no,False,4
375,1,1,female,,1,0,0.16038672010106003,C,First,woman,False,,Cherbourg,yes,False,1
376,1,3,female,0.2711736617240512,0,0,0.014151057562208049,S,Third,woman,False,,Southampton,yes,True,0
377,0,1,male,0.33400351847197784,0,2,0.41282050681475896,C,First,man,True,C,Cherbourg,no,False,2
378,0,3,male,0.24604171902488062,0,0,0.007831878409428937,C,Third,man,True,,Cherbourg,no,True,0
379,0,3,male,0.2334757476752953,0,0,0.015175789316712771,S,Third,man,True,,Southampton,no,True,0
380,1,1,female,0.5224930887157577,0,0,0.4440992237022602,C,First,woman,False,,Cherbourg,yes,True,0
381,1,3,female,0.007288263382759488,0,2,0.030725752114070404,C,Third,child,False,,Cherbourg,yes,False,2
382,0,3,male,0.39683337521990447,0,0,0.015468569817999833,S,Third,man,True,,Southampton,no,True,0
383,1,1,female,0.4345312892686604,1,0,0.10149724044618187,S,First,woman,False,,Southampton,yes,False,1
384,0,3,male,,0,0,0.015411575213749286,S,Third,man,True,,Southampton,no,True,0
385,0,2,male,0.22090977632571,0,0,0.1434624456306609,S,Second,man,True,,Southampton,no,True,0
386,0,3,male,0.007288263382759488,5,2,0.09154270340242172,S,Third,child,False,,Southampton,no,False,7
387,1,2,female,0.4470972606182458,0,0,0.025374310111545468,S,Second,woman,False,,Southampton,yes,True,0
388,0,3,male,,0,0,0.015086393670319786,Q,Third,man,True,,Queenstown,no,True,0
389,1,2,female,0.20834380497612465,0,0,0.023422440102965045,C,Second,woman,False,,Cherbourg,yes,True,0
390,1,1,male,0.4470972606182458,1,2,0.23422440102965048,S,First,man,True,B,Southampton,yes,False,3
391,1,3,male,0.2586076903744659,0,0,0.015216388212891242,S,Third,man,True,,Southampton,yes,True,0
392,0,3,male,0.34656948982156316,2,0,0.015468569817999833,S,Third,man,True,,Southampton,no,False,2
393,1,1,female,0.2837396330736366,1,0,0.22109807522194713,C,First,woman,False,D,Cherbourg,yes,False,1
394,1,3,female,0.2963056044232219,0,2,0.03259622914329302,S,Third,woman,False,G,Southampton,yes,False,2
395,0,3,male,0.2711736617240512,0,0,0.015216388212891242,S,Third,man,True,,Southampton,no,True,0
396,0,3,female,0.38426740387031916,0,0,0.015330377421392339,S,Third,woman,False,,Southampton,no,True,0
397,0,2,male,0.5727569741140991,0,0,0.050748620223090936,S,Second,man,True,,Southampton,no,True,0
398,0,2,male,0.2837396330736366,0,0,0.020494635090094415,S,Second,man,True,,Southampton,no,True,0
399,1,2,female,0.34656948982156316,0,0,0.02469115560854232,S,Second,woman,False,,Southampton,yes,True,0
400,1,3,male,0.4847951746670017,0,0,0.015468569817999833,S,Third,man,True,,Southampton,yes,True,0
401,0,3,male,0.32143754712239253,0,0,0.015712553569072387,S,Third,man,True,,Southampton,no,True,0
402,0,3,female,0.2586076903744659,1,0,0.019177122834302632,S,Third,woman,False,,Southampton,no,False,1
403,0,3,male,0.34656948982156316,1,0,0.030937139635999665,S,Third,man,True,,Southampton,no,False,1
404,0,3,female,0.24604171902488062,0,0,0.016908073949327893,S,Third,woman,False,,Southampton,no,True,0
405,0,2,male,0.4219653179190751,1,0,0.04098927018018883,S,Second,man,True,,Southampton,no,False,1
406,0,3,male,0.6355868308620256,0,0,0.015126992566498259,S,Third,man,True,,Southampton,no,True,0
407,1,2,male,0.032420206081930136,1,1,0.03659756266088288,S,Second,child,False,,Southampton,yes,False,2
408,0,3,male,0.2586076903744659,0,0,0.015175789316712771,S,Third,man,True,,Southampton,no,True,0
409,0,3,female,,3,1,0.049707687947515,S,Third,woman,False,,Southampton,no,False,4
410,0,3,male,,0,0,0.015411575213749286,S,Third,man,True,,Southampton,no,True,0
411,0,3,male,,0,0,0.013386510079847098,Q,Third,man,True,,Queenstown,no,True,0
412,1,1,female,0.4093993465694898,1,0,0.17566830077223786,Q,First,woman,False,C,Queenstown,yes,False,1
413,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,0
414,1,3,male,0.5476250314149284,0,0,0.015468569817999833,S,Third,man,True,,Southampton,yes,True,0
415,0,3,female,,0,0,0.015712553569072387,S,Third,woman,False,,Southampton,no,True,0
416,1,2,female,0.4219653179190751,1,1,0.06343577527886367,S,Second,woman,False,,Southampton,yes,False,2
417,1,2,female,0.22090977632571,0,2,0.025374310111545468,S,Second,woman,False,,Southampton,yes,False,2
418,0,2,male,0.37170143252073384,0,0,0.025374310111545468,S,Second,man,True,,Southampton,no,True,0
419,0,3,female,0.12038200552902739,0,2,0.04713766070721715,S,Third,child,False,,Southampton,no,False,2
420,0,3,male,,0,0,0.015411575213749286,C,Third,man,True,,Cherbourg,no,True,0
421,0,3,male,0.2586076903744659,0,0,0.015094396337354966,Q,Third,man,True,,Queenstown,no,True,0
422,0,3,male,0.35913546117114853,0,0,0.015370976317570811,S,Third,man,True,,Southampton,no,True,0
423,0,3,female,0.34656948982156316,1,1,0.028106928123558056,S,Third,woman,False,,Southampton,no,False,2
424,0,3,male,0.22090977632571,1,1,0.039452172548431745,S,Third,man,True,,Southampton,no,False,2
425,0,3,male,,0,0,0.014151057562208049,S,Third,man,True,,Southampton,no,True,0
426,1,2,female,0.34656948982156316,1,0,0.050748620223090936,S,Second,woman,False,,Southampton,yes,False,1
427,1,2,female,0.2334757476752953,0,0,0.050748620223090936,S,Second,woman,False,,Southampton,yes,True,0
428,0,3,male,,0,0,0.015126992566498259,Q,Third,man,True,,Queenstown,no,True,0
429,1,3,male,0.39683337521990447,0,0,0.015712553569072387,S,Third,man,True,E,Southampton,yes,True,0
430,1,1,male,0.34656948982156316,0,0,0.051822148727810165,S,First,man,True,C,Southampton,yes,True,0
431,1,3,female,,1,0,0.031425107138144774,S,Third,woman,False,,Southampton,yes,False,1
432,1,2,female,0.5224930887157577,1,0,0.050748620223090936,S,Second,woman,False,,Southampton,yes,False,1
433,0,3,male,0.20834380497612465,0,0,0.013907073811135496,S,Third,man,True,,Southampton,no,True,0
434,0,1,male,0.6230208595124404,1,0,0.1091095334796455,S,First,man,True,E,Southampton,no,False,1
435,1,1,female,0.17064589092736868,1,2,0.23422440102965048,S,First,child,False,B,Southampton,yes,False,3
436,0,3,female,0.2586076903744659,2,2,0.06709553154495196,S,Third,woman,False,,Southampton,no,False,4
437,1,2,female,0.2963056044232219,2,3,0.03659756266088288,S,Second,woman,False,,Southampton,yes,False,5
438,0,1,male,0.7989444584066349,1,4,0.5133418122566507,S,First,man,True,C,Southampton,no,False,5
439,0,2,male,0.38426740387031916,0,0,0.020494635090094415,S,Second,man,True,,Southampton,no,True,0
440,1,2,female,0.5601910027645137,1,1,0.05123658772523604,S,Second,woman,False,,Southampton,yes,False,2
441,0,3,male,0.24604171902488062,0,0,0.018542765081513996,S,Third,man,True,,Southampton,no,True,0
442,0,3,male,0.3088715757728072,1,0,0.015175789316712771,S,Third,man,True,,Southampton,no,False,1
443,1,2,female,0.34656948982156316,0,0,0.025374310111545468,S,Second,woman,False,,Southampton,yes,True,0
444,1,3,male,,0,0,0.015834545444608664,S,Third,man,True,,Southampton,yes,True,0
445,1,1,male,0.04498617743151546,0,2,0.15977676072337862,S,First,child,False,A,Southampton,yes,False,2
446,1,2,female,0.15807991957778336,0,1,0.038061465167318204,S,Second,child,False,,Southampton,yes,False,1
447,1,1,male,0.4219653179190751,0,0,0.051822148727810165,S,First,man,True,,Southampton,yes,True,0
448,1,3,female,0.05755214878110078,2,1,0.03758969818624431,C,Third,child,False,,Cherbourg,yes,False,3
449,1,1,male,0.648152802211611,0,0,0.05953203526170282,S,First,man,True,C,Southampton,yes,True,0
450,0,2,male,0.4470972606182458,1,2,0.05416439273810667,S,Second,man,True,,Southampton,no,False,3
451,0,3,male,,1,0,0.03897240290032268,S,Third,man,True,,Southampton,no,False,1
452,0,1,male,0.37170143252073384,0,0,0.05416439273810667,C,First,man,True,C,Cherbourg,no,True,0
453,1,1,male,0.610454888162855,1,0,0.17391981561855152,C,First,man,True,C,Cherbourg,yes,False,1
454,0,3,male,,0,0,0.015712553569072387,S,Third,man,True,,Southampton,no,True,0
455,1,3,male,0.35913546117114853,0,0,0.015411575213749286,C,Third,man,True,,Cherbourg,yes,True,0
456,0,1,male,0.8115104297562202,0,0,0.051822148727810165,S,First,man,True,E,Southampton,no,True,0
457,1,1,female,,1,0,0.10122885832000206,S,First,woman,False,D,Southampton,yes,False,1
458,1,2,female,0.6230208595124404,0,0,0.020494635090094415,S,Second,woman,False,,Southampton,yes,True,0
459,0,3,male,,0,0,0.015126992566498259,Q,Third,man,True,,Queenstown,no,True,0
460,1,1,male,0.5978889168132697,0,0,0.051822148727810165,S,First,man,True,E,Southampton,yes,True,0
461,0,3,male,0.4219653179190751,0,0,0.015712553569072387,S,Third,man,True,,Southampton,no,True,0
462,0,1,male,0.5853229454636844,0,0,0.07514699533034619,S,First,man,True,E,Southampton,no,True,0
463,0,2,male,0.5978889168132697,0,0,0.025374310111545468,S,Second,man,True,,Southampton,no,True,0
464,0,3,male,,0,0,0.015712553569072387,S,Third,man,True,,Southampton,no,True,0
465,0,3,male,0.4722292033174164,0,0,0.013760683560491965,S,Third,man,True,,Southampton,no,True,0
466,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,0
467,0,1,male,0.6984166876099522,0,0,0.051822148727810165,S,First,man,True,,Southampton,no,True,0
468,0,3,male,,0,0,0.015078195816283748,Q,Third,man,True,,Queenstown,no,True,0
469,1,3,female,0.0041467705453631576,2,1,0.03758969818624431,C,Third,child,False,,Cherbourg,yes,False,3
470,0,3,male,,0,0,0.014151057562208049,S,Third,man,True,,Southampton,no,True,0
471,0,3,male,0.4722292033174164,0,0,0.016908073949327893,S,Third,man,True,,Southampton,no,True,0
472,1,2,female,0.4093993465694898,1,2,0.05416439273810667,S,Second,woman,False,,Southampton,yes,False,3
473,1,2,female,0.2837396330736366,0,0,0.026919605597338588,C,Second,woman,False,D,Cherbourg,yes,True,0
474,0,3,female,0.2711736617240512,0,0,0.019201521209409888,S,Third,woman,False,,Southampton,no,True,0
475,0,1,male,,0,0,0.10149724044618187,S,First,man,True,A,Southampton,no,True,0
476,0,2,male,0.4219653179190751,1,0,0.04098927018018883,S,Second,man,True,,Southampton,no,False,1
477,0,3,male,0.35913546117114853,1,0,0.013752485706455927,S,Third,man,True,,Southampton,no,False,1
478,0,3,male,0.2711736617240512,0,0,0.014679623960531627,S,Third,man,True,,Southampton,no,True,0
479,1,3,female,0.01985423473234481,0,1,0.023983602730431916,S,Third,child,False,,Southampton,yes,False,1
480,0,3,male,0.10781603417944208,5,2,0.09154270340242172,S,Third,child,False,,Southampton,no,False,7
481,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,0
482,0,3,male,0.6230208595124404,0,0,0.015712553569072387,S,Third,man,True,,Southampton,no,True,0
483,1,3,female,0.7863784870570495,0,0,0.018713553707264782,S,Third,woman,False,,Southampton,yes,True,0
484,1,1,male,0.3088715757728072,1,0,0.17777475888549785,C,First,man,True,B,Cherbourg,yes,False,1
485,0,3,female,,3,1,0.049707687947515,S,Third,woman,False,,Southampton,no,False,4
486,1,1,female,0.4345312892686604,1,0,0.17566830077223786,S,First,woman,False,C,Southampton,yes,False,1
487,0,1,male,0.723548630309123,0,0,0.057970539254838485,C,First,man,True,B,Cherbourg,no,True,0
488,0,3,male,0.37170143252073384,0,0,0.015712553569072387,S,Third,man,True,,Southampton,no,True,0
489,1,3,male,0.10781603417944208,1,1,0.031034733136428686,S,Third,child,False,,Southampton,yes,False,2
490,0,3,male,,1,0,0.03897240290032268,S,Third,man,True,,Southampton,no,False,1
491,0,3,male,0.2586076903744659,0,0,0.014151057562208049,S,Third,man,True,,Southampton,no,True,0
492,0,1,male,0.685850716260367,0,0,0.05953203526170282,S,First,man,True,C,Southampton,no,True,0
493,0,1,male,0.8869062578537321,0,0,0.09662576327876685,C,First,man,True,,Cherbourg,no,True,0
494,0,3,male,0.2586076903744659,0,0,0.015712553569072387,S,Third,man,True,,Southampton,no,True,0
495,0,3,male,,0,0,0.028220722145058292,C,Third,man,True,,Cherbourg,no,True,0
496,1,1,female,0.6732847449107816,1,0,0.1527664244005612,C,First,woman,False,D,Cherbourg,yes,False,1
497,0,3,male,,0,0,0.029473237129564348,S,Third,man,True,,Southampton,no,True,0
498,0,1,female,0.3088715757728072,1,2,0.29580589980036276,S,First,woman,False,C,Southampton,no,False,3
499,0,3,male,0.2963056044232219,0,0,0.015216388212891242,S,Third,man,True,,Southampton,no,True,0
500,0,3,male,0.20834380497612465,0,0,0.016908073949327893,S,Third,man,True,,Southampton,no,True,0
501,0,3,female,0.2586076903744659,0,0,0.015126992566498259,Q,Third,woman,False,,Queenstown,no,True,0
502,0,3,female,,0,0,0.014891206669461744,Q,Third,woman,False,,Queenstown,no,True,0
503,0,3,female,0.4596632319678311,0,0,0.018713553707264782,S,Third,woman,False,,Southampton,no,True,0
504,1,1,female,0.19577783362653933,0,0,0.16883675574220638,S,First,woman,False,B,Southampton,yes,True,0
505,0,1,male,0.22090977632571,1,0,0.2125586439344078,C,First,man,True,C,Cherbourg,no,False,1
506,1,2,female,0.4093993465694898,0,2,0.050748620223090936,S,Second,woman,False,,Southampton,yes,False,2
507,1,1,male,,0,0,0.051822148727810165,S,First,man,True,,Southampton,yes,True,0
508,0,3,male,0.34656948982156316,0,0,0.04396587194327397,S,Third,man,True,,Southampton,no,True,0
509,1,3,male,0.32143754712239253,0,0,0.11027245763075773,S,Third,man,True,,Southampton,yes,True,0
510,1,3,male,0.35913546117114853,0,0,0.015126992566498259,Q,Third,man,True,,Queenstown,yes,True,0
511,0,3,male,,0,0,0.015712553569072387,S,Third,man,True,,Southampton,no,True,0
512,1,1,male,0.4470972606182458,0,0,0.05130978285055781,S,First,man,True,E,Southampton,yes,True,0
513,1,1,female,0.6732847449107816,1,0,0.11594107850967697,C,First,woman,False,,Cherbourg,yes,False,1
514,0,3,male,0.2963056044232219,0,0,0.014630827210317117,S,Third,man,True,,Southampton,no,True,0
515,0,1,male,0.5853229454636844,0,0,0.06640417918791278,S,First,man,True,D,Southampton,no,True,0
516,1,2,female,0.4219653179190751,0,0,0.020494635090094415,S,Second,woman,False,F,Southampton,yes,True,0
517,0,3,male,,0,0,0.04713766070721715,Q,Third,man,True,,Queenstown,no,True,0
518,1,2,female,0.4470972606182458,1,0,0.050748620223090936,S,Second,woman,False,,Southampton,yes,False,1
519,0,3,male,0.39683337521990447,0,0,0.015411575213749286,S,Third,man,True,,Southampton,no,True,0
520,1,1,female,0.37170143252073384,0,0,0.18249984580226933,S,First,woman,False,B,Southampton,yes,True,0
521,0,3,male,0.2711736617240512,0,0,0.015411575213749286,S,Third,man,True,,Southampton,no,True,0
522,0,3,male,,0,0,0.014102260811993537,C,Third,man,True,,Cherbourg,no,True,0
523,1,1,female,0.5476250314149284,0,1,0.11316786160148591,C,First,woman,False,B,Cherbourg,yes,False,1
524,0,3,male,,0,0,0.014110458666029575,C,Third,man,True,,Cherbourg,no,True,0
525,0,3,male,0.5036441316913798,0,0,0.015126992566498259,Q,Third,man,True,,Queenstown,no,True,0
526,1,2,female,0.6230208595124404,0,0,0.020494635090094415,S,Second,woman,False,,Southampton,yes,True,0
527,0,1,male,,0,0,0.4328841690069588,S,First,man,True,C,Southampton,no,True,0
528,0,3,male,0.4847951746670017,0,0,0.015468569817999833,S,Third,man,True,,Southampton,no,True,0
529,0,2,male,0.2837396330736366,2,1,0.022446505098674838,S,Second,man,True,,Southampton,no,False,3
530,1,2,female,0.01985423473234481,1,1,0.050748620223090936,S,Second,child,False,,Southampton,yes,False,2
531,0,3,male,,0,0,0.014110458666029575,C,Third,man,True,,Cherbourg,no,True,0
532,0,3,male,0.20834380497612465,1,1,0.014110458666029575,C,Third,man,True,,Cherbourg,no,False,2
533,1,3,female,,0,2,0.04364049521284362,C,Third,woman,False,,Cherbourg,yes,False,2
534,0,3,female,0.37170143252073384,0,0,0.016908073949327893,S,Third,woman,False,,Southampton,no,True,0
535,1,2,female,0.08268409148027142,0,2,0.05123658772523604,S,Second,child,False,,Southampton,yes,False,2
536,0,1,male,0.5601910027645137,0,0,0.051822148727810165,S,First,man,True,B,Southampton,no,True,0
537,1,1,female,0.37170143252073384,0,0,0.20772776566317125,C,First,woman,False,,Cherbourg,yes,True,0
538,0,3,male,,0,0,0.028302115124416098,S,Third,man,True,,Southampton,no,True,0
539,1,1,female,0.2711736617240512,0,2,0.09661756542473082,C,First,woman,False,B,Cherbourg,yes,False,2
540,1,1,female,0.4470972606182458,0,2,0.13858277060920987,S,First,woman,False,B,Southampton,yes,False,2
541,0,3,female,0.10781603417944208,4,2,0.06104473451835265,S,Third,child,False,,Southampton,no,False,6
542,0,3,female,0.1329479768786127,4,2,0.06104473451835265,S,Third,child,False,,Southampton,no,False,6
543,1,2,male,0.39683337521990447,1,0,0.050748620223090936,S,Second,man,True,,Southampton,yes,False,1
544,0,1,male,0.6230208595124404,1,0,0.20772776566317125,C,First,man,True,C,Cherbourg,no,False,1
545,0,1,male,0.7989444584066349,0,0,0.050748620223090936,S,First,man,True,,Southampton,no,True,0
546,1,2,female,0.2334757476752953,1,0,0.050748620223090936,S,Second,woman,False,,Southampton,yes,False,1
547,1,2,male,,0,0,0.02705779799394608,C,Second,man,True,,Cherbourg,yes,True,0
548,0,3,male,0.4093993465694898,1,1,0.04006213192611313,S,Third,man,True,,Southampton,no,False,2
549,1,2,male,0.09525006282985675,1,1,0.07173122281533045,S,Second,child,False,,Southampton,yes,False,2
550,1,1,male,0.20834380497612465,0,2,0.21642978772242535,C,First,man,True,C,Cherbourg,yes,False,2
